1,12562
3,12562
3,12562
5,12562
5,12562
5,12562
7,12562
7,12562
9,12562
7,12562
9,12562
9,12562
5,12562
7,12562
11,12562
11,12562
11,12562
11,12562
9,12562
7,12562
11,12562
9,12562
9,12562
13,12562
13,12562
13,12562
7,12562
7,12562
7,12562
9,12562
15,12562
17,12562
9,12562
11,12562
11,12562
11,12562
11,12562
15,12562
11,12562
9,12562
9,12562
11,12562
13,12562
13,12562
13,12562
13,12562
15,12562
13,12562
15,12562
13,12562
11,12562
15,12562
13,12562
19,12562
15,12562
15,12562
17,12562
19,12562
11,12562
21,12562
13,12562
11,12562
15,12562
17,12562
13,12562
13,12562
13,12562
17,12562
9,12562
15,12562
15,12562
17,12562
15,12562
13,12562
19,12562
15,12562
13,12562
21,12562
15,12562
15,12562
21,12562
17,12562
13,12562
23,12562
13,12562
11,12562
13,12562
17,12562
19,12562
9,12562
17,12562
25,12562
15,12562
11,12562
17,12562
15,12562
23,12562
17,12562
9,12562
11,12562
15,12562
17,12562
11,12562
19,12562
21,12562
13,12562
15,12562
15,12562
19,12562
17,12562
17,12562
19,12562
19,12562
19,12562
13,12562
15,12562
15,12562
17,12562
19,12562
13,12562
11,12562
15,12562
17,12562
13,12562
13,12562
19,12562
19,12562
21,12562
15,12562
11,12562
11,12562
21,12562
19,12562
21,12562
17,12562
17,12562
19,12562
15,12562
17,12562
9,12562
15,12562
15,12562
21,12562
23,12562
19,12562
13,12562
19,12562
13,12562
11,12562
19,12562
17,12562
19,12562
15,12562
13,12562
17,12562
21,12562
21,12562
17,12562
19,12562
19,12562
15,12562
17,12562
23,12562
13,12562
23,12562
13,12562
19,12562
23,12562
13,12562
13,12562
21,12562
19,12562
17,12562
21,12562
17,12562
15,12562
21,12562
15,12562
15,12562
23,12562
15,12562
21,12562
13,12562
25,12562
13,12562
9,12562
19,12562
13,12562
15,12562
17,12562
15,12562
19,12562
15,12562
17,12562
23,12562
17,12562
21,12562
13,12562
15,12562
17,12562
17,12562
17,12562
19,12562
25,12562
19,12562
23,12562
17,12562
11,12562
13,12562
